user_id,top_contributors
2350,"['workout_duration', 'active_energy', 'steps']"
2351,"['active_energy', 'avg_hr', 'workout_duration']"
2352,"['workout_duration', 'active_energy', 'sleep_duration']"
2353,"['workout_duration', 'active_energy', 'avg_hr']"
2354,"['workout_duration', 'active_energy', 'steps']"
2355,"['workout_duration', 'active_energy', 'avg_hr']"
2356,"['workout_duration', 'active_energy', 'avg_hr']"
2357,"['workout_duration', 'active_energy', 'resting_hr']"
2358,"['workout_duration', 'active_energy', 'sleep_duration']"
2359,"['active_energy', 'workout_duration', 'sleep_duration']"
2360,"['workout_duration', 'active_energy', 'avg_hr']"
2361,"['workout_duration', 'steps', 'sleep_duration']"
2362,"['active_energy', 'workout_duration', 'avg_hr']"
2363,"['workout_duration', 'active_energy', 'avg_hr']"
2364,"['workout_duration', 'distance', 'avg_hr']"
2365,"['workout_duration', 'resting_hr', 'active_energy']"
2366,"['avg_hr', 'workout_duration', 'active_energy']"
2367,"['workout_duration', 'avg_hr', 'active_energy']"
2368,"['workout_duration', 'sleep_duration', 'active_energy']"
2369,"['active_energy', 'workout_duration', 'sleep_duration']"
2370,"['workout_duration', 'active_energy', 'steps']"
2371,"['active_energy', 'workout_duration', 'avg_hr']"
2372,"['workout_duration', 'active_energy', 'avg_hr']"
2373,"['workout_duration', 'avg_hr', 'distance']"
2374,"['active_energy', 'avg_hr', 'workout_duration']"
2375,"['active_energy', 'avg_hr', 'workout_duration']"
2376,"['avg_hr', 'workout_duration', 'active_energy']"
2377,"['workout_duration', 'active_energy', 'avg_hr']"
2378,"['workout_duration', 'sleep_duration', 'avg_hr']"
2379,"['workout_duration', 'active_energy', 'avg_hr']"
2380,"['workout_duration', 'active_energy', 'steps']"
2381,"['workout_duration', 'active_energy', 'distance']"
2382,"['active_energy', 'workout_duration', 'resting_hr']"
2383,"['active_energy', 'avg_hr', 'workout_duration']"
2384,"['workout_duration', 'resting_hr', 'active_energy']"
2385,"['workout_duration', 'distance', 'avg_hr']"
2386,"['workout_duration', 'active_energy', 'steps']"
2387,"['active_energy', 'avg_hr', 'workout_duration']"
2388,"['workout_duration', 'active_energy', 'avg_hr']"
2389,"['workout_duration', 'active_energy', 'avg_hr']"
2390,"['active_energy', 'workout_duration', 'avg_hr']"
2391,"['active_energy', 'workout_duration', 'avg_hr']"
2392,"['exercise_time', 'active_energy', 'workout_duration']"
2393,"['active_energy', 'workout_duration', 'avg_hr']"
2394,"['workout_duration', 'active_energy', 'avg_hr']"
2395,"['active_energy', 'workout_duration', 'avg_hr']"
2396,"['workout_duration', 'active_energy', 'exercise_time']"
2397,"['active_energy', 'workout_duration', 'steps']"
2398,"['active_energy', 'workout_duration', 'avg_hr']"
2399,"['workout_duration', 'avg_hr', 'exercise_time']"
2400,"['workout_duration', 'active_energy', 'avg_hr']"
2401,"['workout_duration', 'active_energy', 'resting_hr']"
2402,"['avg_hr', 'workout_duration', 'resting_hr']"
2403,"['avg_hr', 'workout_duration', 'active_energy']"
2404,"['workout_duration', 'active_energy', 'avg_hr']"
2405,"['workout_duration', 'active_energy', 'exercise_time']"
2406,"['active_energy', 'workout_duration', 'avg_hr']"
2407,"['active_energy', 'workout_duration', 'steps']"
2408,"['avg_hr', 'workout_duration', 'distance']"
2409,"['active_energy', 'workout_duration', 'avg_hr']"
2410,"['workout_duration', 'active_energy', 'distance']"
2411,"['workout_duration', 'exercise_time', 'active_energy']"
2412,"['workout_duration', 'avg_hr', 'resting_hr']"
2413,"['workout_duration', 'resting_hr', 'active_energy']"
2414,"['active_energy', 'workout_duration', 'avg_hr']"
2415,"['workout_duration', 'sleep_duration', 'resting_hr']"
2416,"['workout_duration', 'resting_hr', 'sleep_duration']"
2417,"['workout_duration', 'active_energy', 'sleep_duration']"
2418,"['workout_duration', 'avg_hr', 'active_energy']"
2419,"['workout_duration', 'distance', 'exercise_time']"
2420,"['workout_duration', 'active_energy', 'steps']"
2421,"['workout_duration', 'active_energy', 'sleep_duration']"
2422,"['active_energy', 'workout_duration', 'avg_hr']"
2423,"['active_energy', 'distance', 'avg_hr']"
2424,"['workout_duration', 'active_energy', 'sleep_duration']"
2425,"['active_energy', 'workout_duration', 'exercise_time']"
2426,"['active_energy', 'avg_hr', 'workout_duration']"
2427,"['exercise_time', 'workout_duration', 'active_energy']"
2428,"['workout_duration', 'active_energy', 'distance']"
2429,"['active_energy', 'workout_duration', 'avg_hr']"
2430,"['workout_duration', 'resting_hr', 'active_energy']"
2431,"['workout_duration', 'active_energy', 'resting_hr']"
2432,"['workout_duration', 'active_energy', 'avg_hr']"
2433,"['workout_duration', 'active_energy', 'avg_hr']"
2434,"['workout_duration', 'active_energy', 'avg_hr']"
2435,"['active_energy', 'workout_duration', 'steps']"
2436,"['avg_hr', 'workout_duration', 'active_energy']"
2437,"['workout_duration', 'active_energy', 'avg_hr']"
2438,"['workout_duration', 'exercise_time', 'active_energy']"
2439,"['workout_duration', 'active_energy', 'avg_hr']"
2440,"['workout_duration', 'avg_hr', 'exercise_time']"
2441,"['workout_duration', 'avg_hr', 'active_energy']"
2442,"['active_energy', 'resting_hr', 'distance']"
2443,"['workout_duration', 'active_energy', 'avg_hr']"
2444,"['active_energy', 'workout_duration', 'avg_hr']"
2445,"['avg_hr', 'workout_duration', 'active_energy']"
2446,"['active_energy', 'workout_duration', 'avg_hr']"
2447,"['workout_duration', 'avg_hr', 'active_energy']"
2448,"['workout_duration', 'active_energy', 'resting_hr']"
2449,"['workout_duration', 'avg_hr', 'active_energy']"
2450,"['workout_duration', 'active_energy', 'sleep_duration']"
2451,"['active_energy', 'workout_duration', 'steps']"
2452,"['workout_duration', 'active_energy', 'avg_hr']"
2453,"['workout_duration', 'active_energy', 'distance']"
2454,"['workout_duration', 'distance', 'exercise_time']"
2455,"['workout_duration', 'active_energy', 'steps']"
2456,"['workout_duration', 'active_energy', 'steps']"
2457,"['workout_duration', 'active_energy', 'resting_hr']"
2458,"['sleep_duration', 'resting_hr', 'workout_duration']"
2459,"['workout_duration', 'active_energy', 'avg_hr']"
2460,"['active_energy', 'workout_duration', 'exercise_time']"
2461,"['workout_duration', 'active_energy', 'sleep_duration']"
2462,"['workout_duration', 'avg_hr', 'resting_hr']"
2463,"['workout_duration', 'resting_hr', 'avg_hr']"
2464,"['workout_duration', 'active_energy', 'distance']"
2465,"['workout_duration', 'active_energy', 'sleep_duration']"
2466,"['workout_duration', 'active_energy', 'avg_hr']"
2467,"['workout_duration', 'active_energy', 'distance']"
2468,"['workout_duration', 'active_energy', 'avg_hr']"
2469,"['workout_duration', 'active_energy', 'distance']"
2470,"['workout_duration', 'active_energy', 'sleep_duration']"
2471,"['workout_duration', 'active_energy', 'avg_hr']"
2472,"['workout_duration', 'active_energy', 'avg_hr']"
2473,"['workout_duration', 'avg_hr', 'exercise_time']"
2474,"['workout_duration', 'active_energy', 'avg_hr']"
2475,"['active_energy', 'workout_duration', 'distance']"
2476,"['workout_duration', 'steps', 'avg_hr']"
2477,"['active_energy', 'avg_hr', 'sleep_duration']"
2478,"['active_energy', 'sleep_duration', 'distance']"
2479,"['active_energy', 'workout_duration', 'steps']"
2480,"['avg_hr', 'workout_duration', 'active_energy']"
2481,"['workout_duration', 'active_energy', 'steps']"
2482,"['workout_duration', 'avg_hr', 'active_energy']"
2483,"['workout_duration', 'active_energy', 'avg_hr']"
2484,"['workout_duration', 'active_energy', 'avg_hr']"
2485,"['active_energy', 'workout_duration', 'distance']"
2486,"['steps', 'workout_duration', 'active_energy']"
2487,"['active_energy', 'workout_duration', 'avg_hr']"
2488,"['workout_duration', 'sleep_duration', 'avg_hr']"
2489,"['active_energy', 'workout_duration', 'avg_hr']"
2490,"['workout_duration', 'avg_hr', 'active_energy']"
2491,"['workout_duration', 'active_energy', 'exercise_time']"
2492,"['workout_duration', 'avg_hr', 'active_energy']"
2493,"['workout_duration', 'active_energy', 'avg_hr']"
2494,"['workout_duration', 'distance', 'active_energy']"
2495,"['workout_duration', 'active_energy', 'distance']"
2496,"['workout_duration', 'exercise_time', 'steps']"
2497,"['workout_duration', 'active_energy', 'avg_hr']"
2498,"['workout_duration', 'resting_hr', 'distance']"
2499,"['workout_duration', 'active_energy', 'exercise_time']"
2500,"['avg_hr', 'exercise_time', 'workout_duration']"
2501,"['workout_duration', 'avg_hr', 'active_energy']"
2502,"['workout_duration', 'active_energy', 'resting_hr']"
2503,"['workout_duration', 'active_energy', 'avg_hr']"
2504,"['workout_duration', 'avg_hr', 'active_energy']"
2505,"['active_energy', 'avg_hr', 'workout_duration']"
2506,"['active_energy', 'workout_duration', 'avg_hr']"
2507,"['workout_duration', 'active_energy', 'sleep_duration']"
2508,"['workout_duration', 'active_energy', 'steps']"
2509,"['distance', 'active_energy', 'workout_duration']"
2510,"['active_energy', 'workout_duration', 'distance']"
2511,"['workout_duration', 'steps', 'distance']"
2512,"['workout_duration', 'avg_hr', 'resting_hr']"
2513,"['avg_hr', 'active_energy', 'distance']"
2514,"['workout_duration', 'avg_hr', 'steps']"
2515,"['workout_duration', 'avg_hr', 'exercise_time']"
2516,"['active_energy', 'workout_duration', 'avg_hr']"
2517,"['workout_duration', 'active_energy', 'sleep_duration']"
2518,"['workout_duration', 'avg_hr', 'resting_hr']"
2519,"['workout_duration', 'active_energy', 'avg_hr']"
2520,"['exercise_time', 'workout_duration', 'active_energy']"
2521,"['workout_duration', 'active_energy', 'resting_hr']"
2522,"['workout_duration', 'avg_hr', 'active_energy']"
2523,"['workout_duration', 'active_energy', 'steps']"
2524,"['workout_duration', 'avg_hr', 'resting_hr']"
2525,"['workout_duration', 'active_energy', 'avg_hr']"
2526,"['workout_duration', 'active_energy', 'resting_hr']"
2527,"['workout_duration', 'active_energy', 'distance']"
2528,"['workout_duration', 'exercise_time', 'avg_hr']"
2529,"['workout_duration', 'avg_hr', 'sleep_duration']"
2530,"['workout_duration', 'sleep_duration', 'active_energy']"
2531,"['workout_duration', 'avg_hr', 'active_energy']"
2532,"['workout_duration', 'active_energy', 'avg_hr']"
2533,"['active_energy', 'avg_hr', 'workout_duration']"
2534,"['sleep_duration', 'resting_hr', 'workout_duration']"
2535,"['workout_duration', 'active_energy', 'avg_hr']"
2536,"['active_energy', 'workout_duration', 'exercise_time']"
2537,"['active_energy', 'workout_duration', 'sleep_duration']"
2538,"['active_energy', 'workout_duration', 'distance']"
2539,"['active_energy', 'workout_duration', 'avg_hr']"
2540,"['workout_duration', 'active_energy', 'avg_hr']"
2541,"['workout_duration', 'distance', 'active_energy']"
2542,"['workout_duration', 'active_energy', 'exercise_time']"
2543,"['workout_duration', 'avg_hr', 'active_energy']"
2544,"['workout_duration', 'exercise_time', 'active_energy']"
2545,"['workout_duration', 'avg_hr', 'steps']"
2546,"['active_energy', 'workout_duration', 'resting_hr']"
2547,"['workout_duration', 'active_energy', 'resting_hr']"
2548,"['workout_duration', 'avg_hr', 'active_energy']"
2549,"['workout_duration', 'sleep_duration', 'resting_hr']"
2550,"['workout_duration', 'active_energy', 'avg_hr']"
2551,"['workout_duration', 'avg_hr', 'active_energy']"
2552,"['workout_duration', 'active_energy', 'steps']"
2553,"['workout_duration', 'sleep_duration', 'avg_hr']"
2554,"['workout_duration', 'active_energy', 'steps']"
2555,"['workout_duration', 'avg_hr', 'sleep_duration']"
2556,"['workout_duration', 'active_energy', 'avg_hr']"
2557,"['active_energy', 'workout_duration', 'avg_hr']"
2558,"['active_energy', 'avg_hr', 'workout_duration']"
2559,"['workout_duration', 'active_energy', 'avg_hr']"
2560,"['workout_duration', 'sleep_duration', 'distance']"
2561,"['workout_duration', 'active_energy', 'avg_hr']"
2562,"['workout_duration', 'active_energy', 'distance']"
2563,"['active_energy', 'workout_duration', 'distance']"
2564,"['workout_duration', 'resting_hr', 'sleep_duration']"
2565,"['avg_hr', 'active_energy', 'workout_duration']"
2566,"['active_energy', 'avg_hr', 'steps']"
2567,"['workout_duration', 'sleep_duration', 'active_energy']"
2568,"['workout_duration', 'active_energy', 'exercise_time']"
2569,"['sleep_duration', 'active_energy', 'avg_hr']"
2570,"['active_energy', 'sleep_duration', 'avg_hr']"
2571,"['workout_duration', 'active_energy', 'avg_hr']"
2572,"['active_energy', 'workout_duration', 'steps']"
2573,"['workout_duration', 'active_energy', 'sleep_duration']"
2574,"['workout_duration', 'active_energy', 'avg_hr']"
2575,"['workout_duration', 'active_energy', 'avg_hr']"
2576,"['workout_duration', 'avg_hr', 'sleep_duration']"
2577,"['workout_duration', 'avg_hr', 'active_energy']"
2578,"['workout_duration', 'active_energy', 'resting_hr']"
2579,"['workout_duration', 'active_energy', 'steps']"
2580,"['workout_duration', 'active_energy', 'avg_hr']"
2581,"['workout_duration', 'active_energy', 'distance']"
2582,"['workout_duration', 'active_energy', 'avg_hr']"
2583,"['workout_duration', 'avg_hr', 'active_energy']"
2584,"['sleep_duration', 'active_energy', 'workout_duration']"
2585,"['active_energy', 'workout_duration', 'avg_hr']"
2586,"['workout_duration', 'active_energy', 'avg_hr']"
2587,"['workout_duration', 'active_energy', 'avg_hr']"
2588,"['active_energy', 'workout_duration', 'exercise_time']"
2589,"['active_energy', 'workout_duration', 'resting_hr']"
2590,"['avg_hr', 'workout_duration', 'active_energy']"
2591,"['workout_duration', 'active_energy', 'sleep_duration']"
2592,"['workout_duration', 'active_energy', 'avg_hr']"
2593,"['workout_duration', 'active_energy', 'resting_hr']"
2594,"['workout_duration', 'active_energy', 'avg_hr']"
2595,"['workout_duration', 'active_energy', 'distance']"
2596,"['workout_duration', 'resting_hr', 'active_energy']"
2597,"['workout_duration', 'steps', 'active_energy']"
2598,"['workout_duration', 'steps', 'active_energy']"
2599,"['active_energy', 'workout_duration', 'avg_hr']"
2600,"['workout_duration', 'active_energy', 'distance']"
2601,"['workout_duration', 'active_energy', 'steps']"
2602,"['workout_duration', 'active_energy', 'avg_hr']"
2603,"['resting_hr', 'active_energy', 'workout_duration']"
2604,"['workout_duration', 'active_energy', 'avg_hr']"
2605,"['workout_duration', 'sleep_duration', 'avg_hr']"
2606,"['workout_duration', 'active_energy', 'avg_hr']"
2607,"['active_energy', 'avg_hr', 'workout_duration']"
2608,"['workout_duration', 'active_energy', 'steps']"
2609,"['workout_duration', 'avg_hr', 'sleep_duration']"
2610,"['active_energy', 'avg_hr', 'exercise_time']"
2611,"['active_energy', 'workout_duration', 'resting_hr']"
2612,"['workout_duration', 'active_energy', 'exercise_time']"
2613,"['workout_duration', 'active_energy', 'avg_hr']"
2614,"['workout_duration', 'active_energy', 'exercise_time']"
2615,"['sleep_duration', 'workout_duration', 'active_energy']"
2616,"['active_energy', 'sleep_duration', 'workout_duration']"
2617,"['workout_duration', 'avg_hr', 'distance']"
2618,"['workout_duration', 'active_energy', 'exercise_time']"
2619,"['active_energy', 'workout_duration', 'distance']"
2620,"['workout_duration', 'active_energy', 'avg_hr']"
2621,"['active_energy', 'workout_duration', 'distance']"
2622,"['active_energy', 'workout_duration', 'exercise_time']"
2623,"['workout_duration', 'active_energy', 'avg_hr']"
2624,"['workout_duration', 'active_energy', 'steps']"
2625,"['workout_duration', 'avg_hr', 'exercise_time']"
2626,"['active_energy', 'workout_duration', 'avg_hr']"
2627,"['workout_duration', 'sleep_duration', 'avg_hr']"
2628,"['active_energy', 'avg_hr', 'workout_duration']"
2629,"['avg_hr', 'steps', 'workout_duration']"
2630,"['active_energy', 'distance', 'avg_hr']"
2631,"['workout_duration', 'avg_hr', 'active_energy']"
2632,"['avg_hr', 'active_energy', 'workout_duration']"
2633,"['workout_duration', 'active_energy', 'sleep_duration']"
2634,"['active_energy', 'distance', 'workout_duration']"
2635,"['workout_duration', 'avg_hr', 'active_energy']"
2636,"['workout_duration', 'avg_hr', 'active_energy']"
2637,"['active_energy', 'workout_duration', 'sleep_duration']"
2638,"['active_energy', 'workout_duration', 'avg_hr']"
2639,"['active_energy', 'workout_duration', 'resting_hr']"
2640,"['workout_duration', 'active_energy', 'sleep_duration']"
2641,"['workout_duration', 'steps', 'avg_hr']"
2642,"['workout_duration', 'active_energy', 'sleep_duration']"
2643,"['workout_duration', 'active_energy', 'steps']"
2644,"['workout_duration', 'active_energy', 'steps']"
2645,"['workout_duration', 'avg_hr', 'active_energy']"
2646,"['workout_duration', 'steps', 'distance']"
2647,"['avg_hr', 'workout_duration', 'distance']"
2648,"['workout_duration', 'active_energy', 'resting_hr']"
2649,"['workout_duration', 'active_energy', 'distance']"
2650,"['active_energy', 'workout_duration', 'distance']"
2651,"['workout_duration', 'avg_hr', 'active_energy']"
2652,"['workout_duration', 'active_energy', 'avg_hr']"
2653,"['workout_duration', 'active_energy', 'distance']"
2654,"['workout_duration', 'avg_hr', 'active_energy']"
2655,"['workout_duration', 'avg_hr', 'exercise_time']"
2656,"['workout_duration', 'resting_hr', 'distance']"
2657,"['workout_duration', 'exercise_time', 'active_energy']"
2658,"['workout_duration', 'active_energy', 'exercise_time']"
2659,"['workout_duration', 'sleep_duration', 'avg_hr']"
2660,"['workout_duration', 'active_energy', 'resting_hr']"
2661,"['workout_duration', 'avg_hr', 'active_energy']"
2662,"['workout_duration', 'avg_hr', 'active_energy']"
2663,"['workout_duration', 'active_energy', 'avg_hr']"
2664,"['active_energy', 'sleep_duration', 'workout_duration']"
2665,"['workout_duration', 'avg_hr', 'resting_hr']"
2666,"['workout_duration', 'sleep_duration', 'avg_hr']"
2667,"['workout_duration', 'active_energy', 'exercise_time']"
2668,"['workout_duration', 'active_energy', 'steps']"
2669,"['avg_hr', 'workout_duration', 'active_energy']"
2670,"['workout_duration', 'active_energy', 'avg_hr']"
2671,"['workout_duration', 'distance', 'active_energy']"
2672,"['workout_duration', 'active_energy', 'avg_hr']"
2673,"['workout_duration', 'active_energy', 'sleep_duration']"
2674,"['workout_duration', 'avg_hr', 'active_energy']"
2675,"['workout_duration', 'active_energy', 'avg_hr']"
2676,"['workout_duration', 'active_energy', 'sleep_duration']"
2677,"['workout_duration', 'avg_hr', 'active_energy']"
2678,"['workout_duration', 'active_energy', 'distance']"
2679,"['avg_hr', 'workout_duration', 'active_energy']"
2680,"['workout_duration', 'active_energy', 'exercise_time']"
2681,"['workout_duration', 'steps', 'active_energy']"
2682,"['workout_duration', 'active_energy', 'distance']"
2683,"['active_energy', 'workout_duration', 'avg_hr']"
2684,"['workout_duration', 'steps', 'active_energy']"
2685,"['workout_duration', 'distance', 'active_energy']"
2686,"['workout_duration', 'active_energy', 'sleep_duration']"
2687,"['workout_duration', 'avg_hr', 'active_energy']"
2688,"['workout_duration', 'avg_hr', 'active_energy']"
2689,"['workout_duration', 'active_energy', 'avg_hr']"
2690,"['workout_duration', 'steps', 'distance']"
2691,"['workout_duration', 'avg_hr', 'active_energy']"
2692,"['workout_duration', 'active_energy', 'steps']"
2693,"['active_energy', 'workout_duration', 'avg_hr']"
2694,"['workout_duration', 'active_energy', 'distance']"
2695,"['workout_duration', 'sleep_duration', 'exercise_time']"
2696,"['steps', 'workout_duration', 'avg_hr']"
2697,"['active_energy', 'workout_duration', 'exercise_time']"
2698,"['active_energy', 'workout_duration', 'avg_hr']"
2699,"['workout_duration', 'avg_hr', 'exercise_time']"
2700,"['avg_hr', 'workout_duration', 'active_energy']"
2701,"['workout_duration', 'active_energy', 'sleep_duration']"
2702,"['workout_duration', 'active_energy', 'avg_hr']"
2703,"['active_energy', 'avg_hr', 'workout_duration']"
2704,"['workout_duration', 'active_energy', 'sleep_duration']"
2705,"['workout_duration', 'active_energy', 'avg_hr']"
2706,"['avg_hr', 'active_energy', 'workout_duration']"
2707,"['workout_duration', 'active_energy', 'avg_hr']"
2708,"['active_energy', 'workout_duration', 'avg_hr']"
2709,"['workout_duration', 'exercise_time', 'avg_hr']"
2710,"['active_energy', 'workout_duration', 'avg_hr']"
2711,"['workout_duration', 'active_energy', 'avg_hr']"
2712,"['active_energy', 'workout_duration', 'distance']"
2713,"['workout_duration', 'avg_hr', 'sleep_duration']"
2714,"['workout_duration', 'exercise_time', 'active_energy']"
2715,"['active_energy', 'workout_duration', 'avg_hr']"
2716,"['workout_duration', 'avg_hr', 'distance']"
2717,"['workout_duration', 'active_energy', 'avg_hr']"
2718,"['workout_duration', 'avg_hr', 'steps']"
2719,"['active_energy', 'workout_duration', 'distance']"
2720,"['active_energy', 'workout_duration', 'resting_hr']"
2721,"['active_energy', 'avg_hr', 'resting_hr']"
2722,"['avg_hr', 'active_energy', 'workout_duration']"
2723,"['active_energy', 'workout_duration', 'steps']"
2724,"['active_energy', 'workout_duration', 'exercise_time']"
2725,"['workout_duration', 'exercise_time', 'avg_hr']"
2726,"['avg_hr', 'workout_duration', 'active_energy']"
2727,"['workout_duration', 'distance', 'active_energy']"
2728,"['workout_duration', 'active_energy', 'resting_hr']"
2729,"['active_energy', 'workout_duration', 'avg_hr']"
2730,"['workout_duration', 'active_energy', 'steps']"
2731,"['active_energy', 'resting_hr', 'exercise_time']"
2732,"['active_energy', 'workout_duration', 'sleep_duration']"
2733,"['active_energy', 'workout_duration', 'avg_hr']"
2734,"['active_energy', 'workout_duration', 'avg_hr']"
2735,"['workout_duration', 'active_energy', 'distance']"
2736,"['workout_duration', 'avg_hr', 'active_energy']"
2737,"['active_energy', 'resting_hr', 'workout_duration']"
2738,"['workout_duration', 'active_energy', 'resting_hr']"
2739,"['workout_duration', 'resting_hr', 'active_energy']"
2740,"['active_energy', 'workout_duration', 'resting_hr']"
2741,"['workout_duration', 'active_energy', 'sleep_duration']"
2742,"['workout_duration', 'sleep_duration', 'active_energy']"
2743,"['workout_duration', 'active_energy', 'avg_hr']"
2744,"['workout_duration', 'resting_hr', 'avg_hr']"
2745,"['workout_duration', 'steps', 'sleep_duration']"
2746,"['workout_duration', 'avg_hr', 'active_energy']"
2747,"['workout_duration', 'active_energy', 'exercise_time']"
2748,"['active_energy', 'workout_duration', 'sleep_duration']"
2749,"['avg_hr', 'workout_duration', 'active_energy']"
2750,"['active_energy', 'workout_duration', 'sleep_duration']"
2751,"['workout_duration', 'active_energy', 'distance']"
2752,"['workout_duration', 'exercise_time', 'steps']"
2753,"['active_energy', 'avg_hr', 'workout_duration']"
2754,"['workout_duration', 'exercise_time', 'avg_hr']"
2755,"['avg_hr', 'resting_hr', 'exercise_time']"
2756,"['workout_duration', 'active_energy', 'distance']"
2757,"['active_energy', 'workout_duration', 'exercise_time']"
2758,"['sleep_duration', 'active_energy', 'workout_duration']"
2759,"['active_energy', 'avg_hr', 'workout_duration']"
2760,"['workout_duration', 'steps', 'resting_hr']"
2761,"['workout_duration', 'active_energy', 'avg_hr']"
2762,"['workout_duration', 'active_energy', 'avg_hr']"
2763,"['workout_duration', 'sleep_duration', 'active_energy']"
2764,"['workout_duration', 'active_energy', 'avg_hr']"
2765,"['workout_duration', 'active_energy', 'resting_hr']"
2766,"['workout_duration', 'active_energy', 'sleep_duration']"
2767,"['workout_duration', 'active_energy', 'sleep_duration']"
2768,"['workout_duration', 'active_energy', 'resting_hr']"
2769,"['active_energy', 'avg_hr', 'workout_duration']"
2770,"['active_energy', 'exercise_time', 'workout_duration']"
2771,"['avg_hr', 'resting_hr', 'active_energy']"
2772,"['workout_duration', 'exercise_time', 'resting_hr']"
2773,"['workout_duration', 'sleep_duration', 'distance']"
2774,"['distance', 'workout_duration', 'active_energy']"
2775,"['workout_duration', 'active_energy', 'avg_hr']"
2776,"['steps', 'avg_hr', 'active_energy']"
2777,"['distance', 'active_energy', 'avg_hr']"
2778,"['workout_duration', 'resting_hr', 'avg_hr']"
2779,"['workout_duration', 'resting_hr', 'active_energy']"
2780,"['active_energy', 'sleep_duration', 'resting_hr']"
2781,"['workout_duration', 'active_energy', 'resting_hr']"
2782,"['workout_duration', 'active_energy', 'resting_hr']"
2783,"['workout_duration', 'active_energy', 'steps']"
2784,"['active_energy', 'workout_duration', 'avg_hr']"
2785,"['workout_duration', 'steps', 'exercise_time']"
2786,"['workout_duration', 'exercise_time', 'active_energy']"
2787,"['workout_duration', 'resting_hr', 'distance']"
2788,"['workout_duration', 'avg_hr', 'distance']"
2789,"['active_energy', 'workout_duration', 'steps']"
2790,"['workout_duration', 'active_energy', 'sleep_duration']"
2791,"['workout_duration', 'active_energy', 'steps']"
2792,"['workout_duration', 'avg_hr', 'active_energy']"
2793,"['active_energy', 'avg_hr', 'steps']"
2794,"['active_energy', 'workout_duration', 'avg_hr']"
2795,"['workout_duration', 'active_energy', 'avg_hr']"
2796,"['workout_duration', 'avg_hr', 'active_energy']"
2797,"['workout_duration', 'steps', 'active_energy']"
2798,"['active_energy', 'workout_duration', 'steps']"
2799,"['workout_duration', 'active_energy', 'steps']"
2800,"['workout_duration', 'active_energy', 'distance']"
2801,"['avg_hr', 'workout_duration', 'sleep_duration']"
2802,"['workout_duration', 'exercise_time', 'sleep_duration']"
2803,"['workout_duration', 'active_energy', 'exercise_time']"
2804,"['workout_duration', 'active_energy', 'avg_hr']"
2805,"['workout_duration', 'active_energy', 'avg_hr']"
2806,"['active_energy', 'steps', 'distance']"
2807,"['workout_duration', 'active_energy', 'steps']"
2808,"['workout_duration', 'active_energy', 'resting_hr']"
2809,"['workout_duration', 'active_energy', 'exercise_time']"
2810,"['workout_duration', 'active_energy', 'resting_hr']"
2811,"['workout_duration', 'active_energy', 'resting_hr']"
2812,"['workout_duration', 'active_energy', 'exercise_time']"
2813,"['workout_duration', 'avg_hr', 'sleep_duration']"
2814,"['active_energy', 'workout_duration', 'steps']"
2815,"['workout_duration', 'active_energy', 'avg_hr']"
2816,"['workout_duration', 'exercise_time', 'distance']"
2817,"['workout_duration', 'active_energy', 'avg_hr']"
2818,"['workout_duration', 'active_energy', 'distance']"
2819,"['workout_duration', 'avg_hr', 'active_energy']"
2820,"['workout_duration', 'exercise_time', 'distance']"
2821,"['workout_duration', 'active_energy', 'resting_hr']"
2822,"['workout_duration', 'active_energy', 'steps']"
2823,"['workout_duration', 'active_energy', 'steps']"
2824,"['active_energy', 'avg_hr', 'workout_duration']"
2825,"['workout_duration', 'active_energy', 'resting_hr']"
2826,"['workout_duration', 'avg_hr', 'active_energy']"
2827,"['avg_hr', 'workout_duration', 'active_energy']"
2828,"['workout_duration', 'active_energy', 'resting_hr']"
2829,"['avg_hr', 'workout_duration', 'steps']"
2830,"['workout_duration', 'active_energy', 'avg_hr']"
2831,"['workout_duration', 'active_energy', 'distance']"
2832,"['workout_duration', 'active_energy', 'avg_hr']"
2833,"['active_energy', 'workout_duration', 'distance']"
2834,"['workout_duration', 'active_energy', 'exercise_time']"
2835,"['workout_duration', 'steps', 'active_energy']"
2836,"['workout_duration', 'avg_hr', 'active_energy']"
2837,"['workout_duration', 'avg_hr', 'active_energy']"
2838,"['workout_duration', 'avg_hr', 'active_energy']"
2839,"['workout_duration', 'exercise_time', 'active_energy']"
2840,"['workout_duration', 'active_energy', 'distance']"
2841,"['workout_duration', 'active_energy', 'avg_hr']"
2842,"['workout_duration', 'steps', 'active_energy']"
2843,"['workout_duration', 'active_energy', 'resting_hr']"
2844,"['workout_duration', 'active_energy', 'steps']"
2845,"['workout_duration', 'active_energy', 'distance']"
2846,"['workout_duration', 'distance', 'active_energy']"
2847,"['workout_duration', 'active_energy', 'exercise_time']"
2848,"['workout_duration', 'active_energy', 'resting_hr']"
2849,"['active_energy', 'workout_duration', 'avg_hr']"
2850,"['active_energy', 'resting_hr', 'workout_duration']"
2851,"['workout_duration', 'active_energy', 'steps']"
2852,"['active_energy', 'workout_duration', 'resting_hr']"
2853,"['active_energy', 'workout_duration', 'avg_hr']"
2854,"['workout_duration', 'active_energy', 'resting_hr']"
2855,"['workout_duration', 'resting_hr', 'avg_hr']"
2856,"['workout_duration', 'active_energy', 'avg_hr']"
2857,"['active_energy', 'workout_duration', 'resting_hr']"
2858,"['workout_duration', 'active_energy', 'distance']"
