sex,age,weight_kg,height_cm,activity_level,tdee,protein_needed_g,fats_needed_g,carbs_needed_g,water_needed_liters,steps,walking_running_minutes,flights_climbed,cardio_vo2max,cardio_recovery_bpm,cholesterol_mg,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,trans_fats_g
Female,22,48,175,very_active,2475.225,123.76125,82.5075,309.403125,1.584,12910,19,35,40,25,286,7,13,16,1
Male,30,59,153,light,1926.71875,96.3359375,64.22395833333333,240.83984375,1.947,6409,2,48,53,25,154,18,9,16,3
Female,46,79,150,active,2305.4625,115.27312500000001,76.84875,288.1828125,2.607,16180,36,33,53,32,59,5,19,12,2
Male,48,81,156,very_active,2945.0,147.25,98.16666666666667,368.125,2.673,9142,89,15,44,33,32,6,6,13,2
Male,64,45,179,very_active,2382.125,119.10625,79.40416666666665,297.765625,1.485,8967,14,23,45,37,126,19,13,6,4
Male,33,47,158,sedentary,1557.0,77.85000000000001,51.9,194.625,1.5510000000000002,10205,50,13,46,10,220,10,17,18,1
Male,59,91,184,light,2433.75,121.6875,81.125,304.21875,3.003,19006,47,25,46,33,199,9,16,12,1
Female,47,68,157,very_active,2403.975,120.19875,80.1325,300.496875,2.244,15109,7,7,41,28,125,18,17,12,3
Female,33,71,173,very_active,2783.975,139.19875,92.79916666666666,347.996875,2.343,16034,12,13,39,12,40,7,12,17,4
Male,29,84,168,active,3018.75,150.9375,100.625,377.34375,2.7720000000000002,5484,47,30,49,15,274,13,17,9,4
Male,34,80,185,sedentary,2149.5,107.47500000000001,71.65,268.6875,2.64,4854,2,1,35,13,296,12,15,9,3
Female,33,78,176,moderate,2408.7000000000003,120.43500000000002,80.29,301.08750000000003,2.5740000000000003,14631,64,47,37,13,84,17,14,8,2
Male,29,73,181,sedentary,2065.5,103.275,68.85,258.1875,2.4090000000000003,5597,72,3,42,13,88,7,14,18,0
Female,25,68,163,moderate,2189.7625000000003,109.48812500000003,72.99208333333334,273.72031250000003,2.244,10829,30,0,31,19,41,6,10,9,3
Male,37,68,167,light,2122.65625,106.1328125,70.75520833333333,265.33203125,2.244,11186,104,19,58,18,119,12,11,6,2
Male,20,86,177,light,2572.96875,128.6484375,85.765625,321.62109375,2.838,6983,117,13,48,17,278,18,16,6,4
Female,33,48,178,very_active,2406.35,120.3175,80.21166666666666,300.79375,1.584,9684,25,39,51,28,32,19,10,9,3
Male,47,47,165,light,1747.96875,87.3984375,58.265625,218.49609375,1.5510000000000002,13383,80,24,39,26,275,9,19,15,0
Female,62,78,184,very_active,2772.1,138.605,92.40333333333334,346.5125,2.5740000000000003,15004,55,24,33,26,152,19,19,17,1
Male,40,93,180,sedentary,2232.0,111.60000000000001,74.4,279.0,3.069,15103,33,2,41,10,89,13,9,7,3
Male,45,67,153,light,1933.59375,96.6796875,64.453125,241.69921875,2.2110000000000003,9312,8,4,47,29,103,5,8,5,0
Male,57,97,186,sedentary,2223.0,111.15,74.1,277.875,3.201,10938,61,37,36,23,11,14,11,13,0
Female,22,96,166,sedentary,2071.7999999999997,103.58999999999999,69.05999999999999,258.97499999999997,3.168,12954,119,25,49,31,159,7,8,6,3
Male,37,67,188,light,2289.375,114.46875,76.3125,286.171875,2.2110000000000003,12777,114,39,53,29,195,9,14,18,2
Male,57,89,175,sedentary,2044.5,102.22500000000001,68.15,255.5625,2.9370000000000003,6563,12,37,53,36,261,6,14,16,3
Male,61,49,188,light,1876.875,93.84375,62.5625,234.609375,1.617,8041,68,37,52,20,90,7,14,18,4
Male,18,75,153,light,2229.21875,111.4609375,74.30729166666667,278.65234375,2.475,14292,40,3,55,12,196,8,13,14,0
Female,47,97,179,light,2327.53125,116.3765625,77.584375,290.94140625,3.201,11026,76,6,54,33,68,8,9,6,0
Female,38,85,179,moderate,2507.5125000000003,125.37562500000001,83.58375000000001,313.43906250000003,2.805,16923,0,29,33,39,219,15,12,18,1
Male,37,98,171,sedentary,2242.5,112.125,74.75,280.3125,3.234,6629,88,29,36,17,213,13,16,8,0
Female,23,50,160,active,2111.4,105.57000000000001,70.38,263.925,1.6500000000000001,5114,46,18,39,31,145,5,17,6,1
Male,39,81,151,light,2150.15625,107.5078125,71.671875,268.76953125,2.673,4677,3,38,55,34,232,16,19,11,0
Male,35,54,161,sedentary,1651.5,82.575,55.05,206.4375,1.782,6094,99,34,44,37,233,13,16,19,0
Male,25,84,179,very_active,3493.625,174.68125,116.45416666666665,436.703125,2.7720000000000002,5284,62,39,41,19,213,19,16,16,3
Female,56,51,185,light,1684.71875,84.2359375,56.157291666666666,210.58984375,1.683,8052,51,32,30,26,60,13,10,14,3
Female,49,83,167,light,2018.15625,100.9078125,67.271875,252.26953125,2.7390000000000003,15047,9,32,49,38,77,15,8,19,4
Female,50,82,175,active,2592.24375,129.6121875,86.408125,324.03046875,2.706,3694,27,13,47,17,94,10,16,5,2
Female,33,65,156,moderate,2013.45,100.67250000000001,67.115,251.68125,2.145,18588,5,37,54,31,215,15,7,15,4
Female,29,64,150,moderate,1970.825,98.54125,65.69416666666666,246.353125,2.112,16055,26,9,45,10,212,5,15,6,0
Female,55,47,175,light,1550.65625,77.5328125,51.688541666666666,193.83203125,1.5510000000000002,19080,119,27,34,29,199,15,10,15,4
Female,51,95,172,sedentary,1930.8,96.54,64.36,241.35,3.1350000000000002,9704,11,13,48,30,30,17,5,9,3
Female,31,66,175,very_active,2731.725,136.58625,91.05749999999999,341.465625,2.178,10368,61,35,33,16,289,16,6,19,0
Female,53,91,155,very_active,2760.225,138.01125,92.0075,345.028125,3.003,4971,51,37,35,33,134,10,11,6,0
Male,50,48,155,sedentary,1444.5,72.22500000000001,48.15,180.5625,1.584,17593,47,15,55,18,82,12,19,13,4
Female,40,72,157,light,1842.84375,92.1421875,61.428124999999994,230.35546875,2.3760000000000003,11055,66,20,46,37,46,9,8,8,1
Female,62,56,173,very_active,2223.475,111.17375,74.11583333333333,277.934375,1.848,14441,45,27,36,21,205,9,9,13,2
Female,19,82,171,moderate,2530.7625000000003,126.53812500000002,84.35875000000001,316.34531250000003,2.706,17677,96,32,53,31,76,5,19,15,4
Female,58,95,168,sedentary,1858.8,92.94,61.96,232.35,3.1350000000000002,4868,73,5,52,35,258,5,15,16,4
Female,38,80,186,active,2779.8375,138.99187500000002,92.66125,347.4796875,2.64,4728,94,40,36,18,91,12,14,5,2
Female,19,91,167,light,2334.40625,116.7203125,77.81354166666667,291.80078125,3.003,10632,14,14,38,29,99,17,5,5,0
Female,44,85,180,sedentary,1912.8,95.64,63.75999999999999,239.1,2.805,15043,70,43,42,33,194,9,6,5,0
Female,26,49,186,very_active,2586.85,129.3425,86.22833333333332,323.35625,1.617,9403,35,2,49,12,191,12,8,18,1
Female,18,57,179,light,1976.90625,98.8453125,65.896875,247.11328125,1.881,18732,13,42,43,13,67,14,12,8,4
Female,28,67,182,moderate,2335.0750000000003,116.75375000000003,77.83583333333334,291.88437500000003,2.2110000000000003,12340,119,46,45,19,241,6,14,13,2
Female,20,94,159,light,2300.03125,115.0015625,76.66770833333334,287.50390625,3.1020000000000003,9184,111,34,52,13,89,19,8,12,4
Male,40,74,186,light,2347.8125,117.390625,78.26041666666667,293.4765625,2.442,3253,77,13,38,31,9,8,18,11,3
Male,43,81,161,moderate,2489.6875,124.484375,82.98958333333333,311.2109375,2.673,7102,2,1,44,18,263,17,7,19,4
Female,21,69,179,moderate,2391.2625000000003,119.56312500000001,79.70875000000001,298.90781250000003,2.277,6542,112,28,34,31,267,15,7,5,4
Female,35,92,176,light,2315.5,115.775,77.18333333333334,289.4375,3.036,9212,116,3,47,10,117,18,16,7,3
Male,23,71,188,moderate,2751.25,137.5625,91.70833333333333,343.90625,2.343,7637,109,25,50,14,249,14,9,13,3
Female,52,95,158,sedentary,1819.8,90.99000000000001,60.66,227.475,3.1350000000000002,14525,113,11,49,18,58,13,7,19,2
Male,39,58,170,moderate,2251.375,112.56875000000001,75.04583333333333,281.421875,1.9140000000000001,14471,66,1,37,14,194,17,12,13,0
Male,60,92,161,moderate,2528.4375,126.421875,84.28125,316.0546875,3.036,15500,85,16,44,15,49,7,9,9,1
Male,32,91,178,light,2567.8125,128.390625,85.59375,320.9765625,3.003,18247,18,34,50,28,295,10,16,16,3
Male,39,98,182,sedentary,2313.0,115.65,77.1,289.125,3.234,13532,98,9,54,17,96,15,18,17,0
Male,54,80,164,active,2691.0,134.55,89.69999999999999,336.375,2.64,16518,75,47,38,19,126,11,16,10,2
Female,59,83,151,active,2273.11875,113.65593750000001,75.770625,284.13984375,2.7390000000000003,9476,53,21,48,20,245,7,18,15,4
Male,29,60,188,very_active,3106.5,155.32500000000002,103.55,388.3125,1.98,4004,68,40,58,22,86,5,11,17,2
Female,64,66,167,moderate,1895.2625,94.763125,63.17541666666667,236.9078125,2.178,13286,9,42,55,29,76,6,15,10,2
Female,59,65,152,moderate,1773.2,88.66000000000001,59.10666666666667,221.65,2.145,7717,104,20,51,13,203,15,12,14,3
Male,55,98,156,sedentary,2022.0,101.10000000000001,67.4,252.75,3.234,6271,32,14,35,20,145,18,9,8,1
Male,35,65,167,active,2628.46875,131.4234375,87.615625,328.55859375,2.145,15714,12,34,33,21,148,14,12,5,3
Female,62,52,187,very_active,2313.725,115.68625,77.12416666666667,289.215625,1.7160000000000002,3209,98,47,40,14,110,11,16,9,4
Male,52,93,186,sedentary,2205.0,110.25,73.5,275.625,3.069,8539,50,20,58,39,128,11,19,17,3
Male,47,60,182,moderate,2336.625,116.83125000000001,77.88749999999999,292.078125,1.98,19537,31,20,39,19,252,16,7,5,4
Female,41,99,180,active,3017.025,150.85125000000002,100.5675,377.128125,3.2670000000000003,11606,74,20,32,34,165,5,19,5,3
Female,59,75,160,very_active,2458.6,122.93,81.95333333333332,307.325,2.475,14616,111,43,30,38,296,14,18,15,1
Male,47,86,153,light,2181.09375,109.0546875,72.703125,272.63671875,2.838,4284,101,31,41,33,136,11,16,9,0
Female,31,54,167,active,2186.86875,109.34343750000001,72.895625,273.35859375,1.782,6148,23,4,52,16,278,19,11,9,1
Male,23,76,153,very_active,3051.875,152.59375,101.72916666666667,381.484375,2.508,3768,34,38,44,30,10,14,12,11,3
Male,20,78,183,sedentary,2194.5,109.72500000000001,73.15,274.3125,2.5740000000000003,8607,82,8,44,18,70,15,11,6,2
Male,33,53,178,light,2038.4375,101.921875,67.94791666666667,254.8046875,1.749,10399,69,17,50,18,158,10,18,19,0
Female,24,61,173,very_active,2679.475,133.97375,89.31583333333333,334.934375,2.013,3358,39,20,43,19,215,15,6,10,2
Female,31,55,171,very_active,2475.225,123.76125,82.5075,309.403125,1.8150000000000002,3849,53,7,55,19,25,10,12,6,1
Female,26,76,151,moderate,2189.7625000000003,109.48812500000003,72.99208333333334,273.72031250000003,2.508,10498,108,43,36,11,285,11,10,19,0
Female,32,54,155,active,2048.86875,102.44343750000002,68.295625,256.10859375,1.782,7522,43,33,46,13,161,11,14,17,3
Female,38,66,174,moderate,2164.5750000000003,108.22875000000002,72.1525,270.57187500000003,2.178,15773,61,9,53,17,101,5,7,14,2
Male,52,61,170,light,1949.0625,97.453125,64.96875,243.6328125,2.013,12628,105,40,48,38,68,14,8,9,3
Male,19,48,165,very_active,2700.375,135.01875,90.01249999999999,337.546875,1.584,3329,98,23,36,23,132,9,11,8,4
Male,44,92,180,moderate,2836.5,141.82500000000002,94.55,354.5625,3.036,8851,67,39,57,26,188,19,7,15,0
Male,19,96,163,active,3258.09375,162.90468750000002,108.60312499999999,407.26171875,3.168,10032,32,23,32,22,210,18,5,14,2
Female,52,91,188,light,2288.0,114.4,76.26666666666667,286.0,3.003,18326,76,31,59,30,242,18,10,9,1
Male,35,69,177,sedentary,1951.5,97.575,65.05,243.9375,2.277,8266,55,32,32,33,165,12,7,6,1
Female,31,65,181,moderate,2271.1375000000003,113.55687500000002,75.70458333333335,283.89218750000003,2.145,7354,35,37,55,27,60,12,15,12,1
Male,37,81,177,light,2387.34375,119.3671875,79.578125,298.41796875,2.673,18082,53,43,54,27,278,7,19,12,1
Female,35,82,158,sedentary,1765.8,88.29,58.86,220.725,2.706,7722,106,48,58,22,112,7,14,10,2
Female,27,93,171,moderate,2639.2625000000003,131.96312500000002,87.97541666666667,329.90781250000003,3.069,11911,18,33,47,17,29,11,10,7,4
Male,42,45,181,light,1892.34375,94.6171875,63.078125,236.54296875,1.485,6235,42,10,59,35,160,19,14,8,1
Male,19,69,154,light,2148.4375,107.421875,71.61458333333333,268.5546875,2.277,7576,11,30,49,21,233,8,16,5,1
Male,42,95,172,moderate,2821.0,141.05,94.03333333333333,352.625,3.1350000000000002,4100,10,17,51,34,169,10,7,13,1
Male,50,80,154,light,2086.5625,104.328125,69.55208333333333,260.8203125,2.64,11864,69,22,43,32,185,13,10,14,4
Female,53,61,181,very_active,2498.975,124.94875,83.29916666666666,312.371875,2.013,11708,11,21,32,33,56,14,15,9,0
Male,48,85,159,moderate,2493.5625,124.67812500000001,83.11875,311.6953125,2.805,17439,90,42,57,30,239,6,8,18,1
Male,31,68,188,light,2344.375,117.21875,78.14583333333333,293.046875,2.244,14750,40,17,55,10,256,6,17,12,1
Female,18,46,164,sedentary,1480.8,74.04,49.35999999999999,185.1,1.518,12781,24,39,59,29,200,10,8,7,1
Male,63,84,156,sedentary,1806.0,90.30000000000001,60.199999999999996,225.75,2.7720000000000002,7995,105,46,55,27,105,7,14,8,0
Male,33,59,178,very_active,2930.75,146.5375,97.69166666666666,366.34375,1.947,14986,2,40,36,12,289,5,14,8,1
Male,63,76,152,moderate,2170.0,108.5,72.33333333333333,271.25,2.508,15510,2,46,36,21,100,6,15,12,0
Male,20,83,168,light,2454.375,122.71875,81.8125,306.796875,2.7390000000000003,12268,83,38,34,28,96,18,6,19,0
Male,52,50,159,light,1703.28125,85.1640625,56.776041666666664,212.91015625,1.6500000000000001,3502,27,19,32,34,152,17,18,16,3
Female,58,45,177,sedentary,1326.3,66.315,44.21,165.7875,1.485,12531,22,12,47,22,28,11,8,13,3
Male,23,91,178,very_active,3633.75,181.6875,121.125,454.21875,3.003,11009,47,44,44,19,152,8,15,7,1
Male,42,67,164,sedentary,1788.0,89.4,59.599999999999994,223.5,2.2110000000000003,14542,66,0,49,24,72,16,16,11,2
Male,30,83,184,sedentary,2202.0,110.10000000000001,73.4,275.25,2.7390000000000003,16435,41,3,43,29,253,6,8,13,3
Male,51,61,155,very_active,2524.625,126.23125,84.15416666666665,315.578125,2.013,7114,87,23,58,11,3,15,15,6,3
Male,25,78,161,moderate,2582.6875,129.134375,86.08958333333334,322.8359375,2.5740000000000003,16568,106,35,33,28,236,16,11,8,2
Female,38,85,187,light,2293.15625,114.6578125,76.43854166666667,286.64453125,2.805,6367,39,35,56,12,37,16,9,7,4
Male,51,73,162,moderate,2313.375,115.66875,77.1125,289.171875,2.4090000000000003,11095,5,44,53,23,19,12,12,12,1
Female,21,53,178,active,2374.4625,118.72312500000001,79.14875,296.8078125,1.749,8141,19,1,37,16,112,8,11,8,4
Female,42,57,168,active,2154.525,107.72625000000001,71.8175,269.315625,1.881,6951,10,27,58,17,22,8,14,13,4
Male,32,50,152,active,2233.875,111.69375000000001,74.4625,279.234375,1.6500000000000001,17887,95,25,50,38,135,6,13,5,0
Male,21,50,157,very_active,2624.375,131.21875,87.47916666666667,328.046875,1.6500000000000001,4573,26,22,42,20,247,18,12,5,0
Male,62,64,157,sedentary,1579.5,78.97500000000001,52.65,197.4375,2.112,16359,20,14,51,38,96,5,19,8,1
Male,29,96,169,moderate,2908.1875,145.409375,96.93958333333333,363.5234375,3.168,5768,107,35,37,31,32,5,13,7,2
Female,49,97,153,light,2090.34375,104.5171875,69.678125,261.29296875,3.201,8302,111,26,44,29,134,7,5,7,0
Male,49,47,170,active,2229.5625,111.478125,74.31875,278.6953125,1.5510000000000002,16746,113,5,46,15,254,10,14,14,3
Male,45,61,152,moderate,2077.0,103.85000000000001,69.23333333333333,259.625,2.013,4211,12,34,34,38,277,11,17,16,1
Male,30,93,157,active,3046.78125,152.3390625,101.55937499999999,380.84765625,3.069,18445,85,38,49,20,132,17,16,6,4
Male,48,56,172,active,2415.0,120.75,80.5,301.875,1.848,18815,34,37,33,26,237,13,7,18,1
Male,31,92,165,light,2476.71875,123.8359375,82.55729166666667,309.58984375,3.036,4160,46,34,40,38,14,9,9,14,0
Male,37,91,162,very_active,3310.75,165.53750000000002,110.35833333333332,413.84375,3.003,10041,85,35,47,19,276,13,13,14,2
Female,35,89,152,sedentary,1804.8,90.24000000000001,60.16,225.6,2.9370000000000003,13846,27,9,39,33,125,12,12,6,4
Female,46,99,158,very_active,3014.35,150.7175,100.47833333333332,376.79375,3.2670000000000003,8876,20,29,46,26,16,5,18,12,2
Male,23,45,163,moderate,2106.0625,105.30312500000001,70.20208333333333,263.2578125,1.485,15889,109,40,59,30,49,15,14,5,1
Male,49,61,162,very_active,2626.75,131.3375,87.55833333333334,328.34375,2.013,16882,17,37,44,11,134,16,11,18,2
Male,46,47,156,moderate,1891.0,94.55000000000001,63.03333333333333,236.375,1.5510000000000002,17738,30,28,35,15,117,7,6,19,2
Female,60,70,164,moderate,1959.2,97.96000000000001,65.30666666666667,244.9,2.31,4095,59,42,52,34,59,12,19,12,1
Male,19,59,156,sedentary,1770.0,88.5,59.0,221.25,1.947,8901,109,38,50,14,124,13,15,14,4
Female,40,80,187,light,2210.65625,110.5328125,73.68854166666667,276.33203125,2.64,11215,36,49,45,13,115,18,10,7,2
Male,36,76,183,sedentary,2074.5,103.72500000000001,69.15,259.3125,2.508,15911,20,3,44,39,172,8,8,6,2
Male,48,76,171,very_active,3028.125,151.40625,100.9375,378.515625,2.508,17123,13,4,37,11,186,18,9,13,1
Male,22,48,173,moderate,2257.1875,112.859375,75.23958333333333,282.1484375,1.584,4079,88,3,38,21,87,18,18,9,3
Male,36,62,186,active,2772.9375,138.646875,92.43125,346.6171875,2.0460000000000003,15510,90,35,40,12,202,18,9,19,2
Female,51,93,150,active,2503.8375,125.19187500000001,83.46125,312.9796875,3.069,4473,103,44,56,15,181,16,17,18,0
Female,27,63,159,moderate,2058.0125000000003,102.90062500000002,68.60041666666667,257.25156250000003,2.079,7888,59,15,31,33,167,10,8,9,4
Male,42,87,165,sedentary,2035.5,101.775,67.85,254.4375,2.871,7979,22,24,56,23,180,8,8,17,2
Male,19,96,157,light,2545.46875,127.2734375,84.84895833333333,318.18359375,3.168,4212,94,13,42,17,299,17,19,10,1
Female,28,79,174,sedentary,1891.8,94.59,63.059999999999995,236.475,2.607,12001,110,10,33,30,129,19,8,8,0
Female,48,84,161,moderate,2240.1375000000003,112.00687500000002,74.67125000000001,280.01718750000003,2.7720000000000002,16248,28,28,56,30,148,13,15,11,1
Female,32,58,174,moderate,2087.0750000000003,104.35375000000002,69.56916666666667,260.88437500000003,1.9140000000000001,3419,46,33,38,35,208,6,6,11,2
Female,26,77,166,light,2085.1875,104.259375,69.50625,260.6484375,2.541,18608,29,21,34,23,110,10,5,15,0
Male,40,58,175,very_active,2809.625,140.48125000000002,93.65416666666665,351.203125,1.9140000000000001,6659,114,13,48,38,136,15,16,13,4
Female,36,78,163,very_active,2769.725,138.48625,92.32416666666666,346.215625,2.5740000000000003,8283,89,23,51,12,210,17,6,10,4
Male,26,99,185,light,2779.21875,138.9609375,92.640625,347.40234375,3.2670000000000003,13715,83,38,32,25,145,7,11,17,4
Female,52,48,172,very_active,2154.6,107.73,71.82,269.325,1.584,19165,37,25,59,24,83,14,16,5,3
Female,38,68,155,active,2238.61875,111.93093750000001,74.620625,279.82734375,2.244,4340,82,42,50,16,29,8,5,13,1
Female,26,73,154,very_active,2662.85,133.1425,88.76166666666666,332.85625,2.4090000000000003,17805,26,35,32,24,64,6,10,16,2
Female,45,63,174,very_active,2529.85,126.4925,84.32833333333332,316.23125,2.079,13584,88,38,35,22,23,15,8,17,0
Female,63,50,167,very_active,2028.725,101.43625,67.62416666666667,253.590625,1.6500000000000001,17780,103,15,57,15,210,12,6,14,1
Male,24,77,162,active,2876.4375,143.821875,95.88125,359.5546875,2.541,8137,101,37,39,24,221,14,19,13,2
Male,33,93,163,very_active,3398.625,169.93125,113.2875,424.828125,3.069,3591,115,31,34,26,89,12,19,9,3
Female,33,84,177,active,2794.93125,139.7465625,93.164375,349.36640625,2.7720000000000002,3526,86,5,59,13,105,5,7,11,2
Female,50,63,167,light,1736.28125,86.8140625,57.876041666666666,217.03515625,2.079,10855,92,33,54,31,171,14,11,5,1
Male,21,97,177,sedentary,2371.5,118.575,79.05,296.4375,3.201,13695,14,7,32,36,229,10,10,8,2
Female,21,45,176,light,1765.5,88.275,58.849999999999994,220.6875,1.485,4292,58,29,51,31,76,5,19,16,0
Female,56,49,181,sedentary,1416.3,70.815,47.21,177.0375,1.617,19571,2,26,53,36,67,10,19,14,3
Male,57,71,158,light,1949.0625,97.453125,64.96875,243.6328125,2.343,11625,9,6,36,23,91,11,10,8,0
Female,34,60,189,sedentary,1740.3,87.015,58.00999999999999,217.5375,1.98,9431,78,26,51,24,87,19,12,9,3
Female,54,50,181,sedentary,1440.3,72.015,48.01,180.0375,1.6500000000000001,18926,119,24,59,37,49,6,12,10,3
Male,56,84,169,moderate,2512.9375,125.64687500000001,83.76458333333333,314.1171875,2.7720000000000002,14704,79,45,47,21,102,13,10,8,2
Male,46,57,177,sedentary,1741.5,87.075,58.04999999999999,217.6875,1.881,3437,16,40,52,28,45,12,5,10,0
Male,53,92,182,sedentary,2157.0,107.85000000000001,71.9,269.625,3.036,13780,82,14,37,31,178,13,14,14,3
Female,55,79,153,moderate,2030.8875,101.544375,67.69625,253.8609375,2.607,11988,10,24,30,37,266,19,17,11,3
Male,56,63,183,very_active,2847.625,142.38125,94.92083333333333,355.953125,2.079,11953,47,21,54,19,267,14,11,7,2
Male,54,56,152,very_active,2365.5,118.275,78.85,295.6875,1.848,8794,4,17,33,15,7,17,12,13,1
Male,52,60,175,moderate,2230.0625,111.50312500000001,74.33541666666666,278.7578125,1.98,6574,68,11,53,37,264,8,9,12,1
Male,24,87,157,active,2995.03125,149.7515625,99.834375,374.37890625,2.871,19301,63,22,55,34,77,8,17,5,4
Male,44,54,155,sedentary,1552.5,77.625,51.75,194.0625,1.782,3684,13,44,36,18,239,16,15,17,4
Male,45,69,165,sedentary,1801.5,90.075,60.04999999999999,225.1875,2.277,7233,49,38,43,11,257,12,8,6,3
Female,39,64,173,moderate,2116.1375000000003,105.80687500000002,70.53791666666667,264.51718750000003,2.112,19961,25,24,42,13,195,5,11,6,1
Female,31,75,188,moderate,2493.9500000000003,124.69750000000002,83.13166666666667,311.74375000000003,2.475,15997,71,9,39,18,130,12,16,14,3
Male,24,48,179,active,2559.46875,127.9734375,85.315625,319.93359375,1.584,11007,68,29,52,24,260,11,16,13,0
Male,54,88,162,very_active,3092.25,154.6125,103.07499999999999,386.53125,2.904,19611,6,9,47,39,241,16,15,16,1
Male,39,67,154,light,1983.4375,99.171875,66.11458333333333,247.9296875,2.2110000000000003,5328,15,33,30,22,170,11,17,13,1
Female,22,46,174,very_active,2425.35,121.2675,80.84499999999998,303.16875,1.518,12019,54,45,33,29,146,13,10,13,1
Female,19,66,169,sedentary,1752.3,87.61500000000001,58.41,219.0375,2.178,19814,77,12,57,17,269,19,16,5,4
Female,44,95,167,moderate,2499.7625000000003,124.98812500000003,83.32541666666667,312.47031250000003,3.1350000000000002,12255,100,28,45,35,148,17,10,11,2
Female,38,81,167,active,2592.24375,129.6121875,86.408125,324.03046875,2.673,8782,55,37,45,37,298,14,18,19,2
Female,55,52,151,very_active,1952.725,97.63625,65.09083333333334,244.090625,1.7160000000000002,4234,104,40,47,28,27,11,7,16,4
Female,32,51,159,active,2040.24375,102.01218750000001,68.008125,255.03046875,1.683,8205,3,44,37,28,148,19,15,15,4
Female,38,58,161,very_active,2346.975,117.34875,78.2325,293.371875,1.9140000000000001,4420,99,8,39,34,279,6,14,17,4
Female,27,99,162,sedentary,2047.8,102.39,68.25999999999999,255.975,3.2670000000000003,12596,47,12,45,25,181,5,19,7,2
Female,40,47,160,light,1524.875,76.24375,50.829166666666666,190.609375,1.5510000000000002,7355,119,36,52,20,165,5,8,15,3
Male,56,94,168,active,2958.375,147.91875000000002,98.6125,369.796875,3.1020000000000003,11261,16,13,53,19,16,11,9,13,4
Male,22,60,184,active,2837.625,141.88125,94.5875,354.703125,1.98,16765,110,36,40,17,149,9,13,12,3
Male,18,99,188,light,2860.0,143.0,95.33333333333333,357.5,3.2670000000000003,8944,35,8,35,10,44,8,12,7,3
Male,30,63,175,active,2723.34375,136.1671875,90.77812499999999,340.41796875,2.079,10126,69,7,30,19,188,9,7,5,0
Female,38,95,163,active,2790.61875,139.53093750000002,93.020625,348.82734375,3.1350000000000002,19864,79,38,59,39,138,14,10,13,2
Female,43,62,173,very_active,2517.975,125.89875,83.93249999999999,314.746875,2.0460000000000003,8263,92,39,58,27,60,14,14,17,3
Male,62,96,150,very_active,3025.75,151.2875,100.85833333333333,378.21875,3.168,18300,99,2,58,12,293,10,5,14,2
Female,38,60,171,light,1811.90625,90.5953125,60.396874999999994,226.48828125,1.98,5793,37,46,41,39,32,16,7,5,2
Male,35,52,172,sedentary,1710.0,85.5,57.0,213.75,1.7160000000000002,5892,100,39,54,20,298,19,14,19,0
Female,54,77,168,active,2396.025,119.80125000000001,79.8675,299.503125,2.541,4198,111,32,35,27,111,14,18,7,2
Male,62,93,167,sedentary,2002.5,100.125,66.75,250.3125,3.069,4883,61,31,57,12,290,10,16,17,3
Female,49,56,161,light,1595.34375,79.7671875,53.178124999999994,199.41796875,1.848,3797,47,6,42,17,36,5,11,10,1
Female,53,97,177,light,2269.09375,113.4546875,75.63645833333334,283.63671875,3.201,11209,9,18,55,36,99,6,11,10,3
Male,34,55,177,very_active,2833.375,141.66875000000002,94.44583333333333,354.171875,1.8150000000000002,11235,104,33,46,36,22,7,6,18,3
Female,52,49,182,active,2081.2125,104.06062500000002,69.37375,260.1515625,1.617,19538,35,13,30,37,217,8,7,15,2
Male,28,71,168,moderate,2518.75,125.9375,83.95833333333333,314.84375,2.343,18257,28,49,37,23,88,10,19,14,3
Male,38,56,177,light,2036.71875,101.8359375,67.890625,254.58984375,1.848,11050,77,46,51,15,208,16,11,8,1
Male,43,61,186,active,2695.3125,134.765625,89.84375,336.9140625,2.013,8947,3,45,37,24,270,16,16,6,2
Male,21,50,175,sedentary,1792.5,89.625,59.75,224.0625,1.6500000000000001,12617,43,18,53,23,236,15,10,17,4
Female,51,77,184,very_active,2857.6,142.88,95.25333333333333,357.2,2.541,4892,55,25,40,16,208,17,17,14,3
Female,35,49,183,sedentary,1557.3,77.86500000000001,51.91,194.6625,1.617,6424,41,16,43,19,277,13,11,10,3
Female,57,72,184,light,1958.0,97.9,65.26666666666667,244.75,2.3760000000000003,12450,99,27,53,24,205,16,14,14,0
Male,52,58,189,light,2071.09375,103.5546875,69.03645833333333,258.88671875,1.9140000000000001,16418,113,18,39,38,77,6,13,9,4
Female,58,49,165,sedentary,1284.3,64.215,42.809999999999995,160.5375,1.617,5015,108,26,44,19,97,12,12,17,4
Male,46,98,187,light,2645.15625,132.2578125,88.171875,330.64453125,3.234,7833,12,47,36,31,93,13,10,10,1
Female,46,77,162,active,2400.3375,120.01687500000001,80.01125,300.0421875,2.541,12894,45,18,36,26,79,6,16,11,4
Female,55,94,172,light,2171.125,108.55625,72.37083333333334,271.390625,3.1020000000000003,18942,81,32,39,36,37,13,18,15,0
Female,59,92,171,very_active,2912.225,145.61125,97.07416666666666,364.028125,3.036,12065,32,6,33,28,227,11,8,13,1
Male,38,85,165,active,2926.03125,146.30156250000002,97.534375,365.75390625,2.805,3565,20,28,54,38,133,13,18,16,4
